,region_name,state_name,count_qualified_17,percent_covered_17,percent_qualified_17,existing_installs_count_17,count_qualified_21,percent_covered_21,percent_qualified_21,existing_installs_count_21,CtySt,TotalPop,IncomePerCap,StCtyID,land_area_sqmi,Pct_hmowner,Pct_hmowner_imp,PopDens,pct_install_17,pct_install_21,chg_pct_install,chg_pct_covered,chg_qualified,chg_qualified_pct
88,Clay County,Missouri,43176,85.59341950646301,69.7354394805698,202,47484.0,68.61041777932793,75.43369130075618,203.0,"Clay, Missouri",236068,31953,29047,397.3,67.7,67.7,594.1807198590485,0.4678525106540671,0.4275124252379749,-0.040340085416092186,-16.983001727135075,4308.0,9.977765425236242
89,Clay County,Florida,48358,86.43162558078511,86.3643669744432,494,50857.0,69.58436620057279,87.94832774184624,494.0,"Clay, Florida",203291,28599,12019,604.36,79.5,79.5,336.3740154874578,1.0215476239712147,0.9713510431209077,-0.05019658085030698,-16.84725938021232,2499.0,5.167707514785557
90,Clayton County,Georgia,58122,99.2035387678697,69.8556542432364,30,62038.0,96.24371386541685,73.50561025604568,29.0,"Clayton, Georgia",274150,19498,13063,141.57,48.7,48.7,1936.4978455887547,0.051615567255084135,0.04674554305425707,-0.004870024200827064,-2.9598249024528513,3916.0,6.737552045696982
91,Clermont County,Ohio,46823,74.4585601935874,76.08547286317841,32,48502.0,69.68185219619492,78.91893650948616,32.0,"Clermont, Ohio",202166,31812,39025,452.1,73.6,73.6,447.1709798717098,0.06834248125921022,0.06597666075625748,-0.0023658205029527396,-4.776707997392478,1679.0,3.5858445635691862
92,Cleveland County,Oklahoma,78674,93.32794223168828,96.01298495258791,132,80955.0,76.13564248070855,97.79536119835709,132.0,"Cleveland, Oklahoma",274024,29231,40027,538.77,63.8,63.8,508.6103532119457,0.16778096957063324,0.16305354826755605,-0.004727421303077184,-17.19229975097973,2281.0,2.8993059968985944
93,Cobb County,Georgia,148013,96.45900669482641,66.7510000496079,316,173179.0,97.04313699181536,74.8254437358497,316.0,"Cobb, Georgia",739072,36587,13067,339.55,65.7,65.7,2176.6219997054923,0.2134947605953531,0.1824701609317527,-0.03102459966360041,0.5841302969889455,25166.0,17.002560585894482
94,Coconino County,Arizona,18145,73.5643211534772,67.6118791221075,187,19970.0,51.26296051180234,71.61556392325623,186.0,"Coconino, Arizona",138639,25722,04005,18618.89,61.5,61.5,7.446147434138125,1.0305869385505648,0.9313970956434652,-0.09918984290709965,-22.301360641674854,1825.0,10.05786718104161
95,Colbert County,Alabama,6767,75.7532689027857,84.6404002501564,5,12123.0,60.74839722622007,87.03424510015076,5.0,"Colbert, Alabama",54435,23675,01033,592.62,,65.1,91.85481421484256,0.07388798581350672,0.04124391652231296,-0.03264406929119376,-15.004871676565635,5356.0,79.1488104034284
96,Collier County,Florida,80656,74.7334764213855,95.32566687546542,4181,97573.0,76.32684977030594,96.11493641459066,4972.0,"Collier, Florida",356774,41239,12021,1998.32,74.2,74.2,178.5369710556868,5.183743304899822,5.095671958431123,-0.08807134646869841,1.5933733489204371,16917.0,20.97426105931363
97,Collin County,Texas,190291,74.981181469959,94.1056327580238,951,197665.0,67.40133710018901,97.93347073861948,951.0,"Collin, Texas",914075,41609,48085,841.23,62.6,62.6,1086.593440557279,0.4997608925277601,0.4811170414590342,-0.018643851068725903,-7.579844369769987,7374.0,3.87511758307014
98,Columbia County,Pennsylvania,5914,61.2886673508283,70.7331658892477,9,10587.0,53.269954446425025,78.72546103509815,9.0,"Columbia, Pennsylvania",66615,24908,42037,483.11,71.5,71.5,137.88785162799363,0.15218126479540076,0.0850099178237461,-0.06717134697165465,-8.018712904403273,4673.0,79.01589448765641
99,Columbia County,Georgia,35160,86.46873411286221,82.68855389101859,38,38061.0,79.0584651095314,87.30388109000826,38.0,"Columbia, Georgia",143723,31720,13073,290.09,80.9,80.9,495.44279361577446,0.1080773606370876,0.09983973095819867,-0.008237629678888927,-7.410269003330811,2901.0,8.250853242320819
100,Comanche County,Oklahoma,20547,58.292168364721604,90.6872048373571,4,21873.0,54.60609683203826,95.7703927492447,4.0,"Comanche, Oklahoma",123066,25186,40031,1069.29,52.1,52.1,115.09132227926942,0.019467562174526696,0.018287386275316602,-0.0011801758992100939,-3.686071532683343,1326.0,6.4534968608556
101,Contra Costa County,California,283478,97.4820064917755,91.1985741677283,18026,304714.0,94.58345486310593,94.91524367831846,18011.0,"Contra Costa, California",1123678,42898,06013,715.94,65.4,65.4,1569.514205100986,6.358870882396517,5.910788477063739,-0.4480824053327783,-2.8985516286695656,21236.0,7.491233887638547
102,Cook County,Illinois,758796,88.63301131722109,70.0765600613219,1383,941138.0,93.16781957737138,81.8136140145904,1431.0,"Cook, Illinois",5238541,33722,17031,945.33,56.7,56.7,5541.494504564544,0.18226242626476682,0.1520499650423211,-0.030212461222445725,4.534808260150285,182342.0,24.03043769339849
103,Craighead County,Arkansas,22769,86.83075526153651,85.035106065133,2,23949.0,79.12885662431944,88.59499852027227,2.0,"Craighead, Arkansas",104246,25594,05031,707.21,58.6,58.6,147.40458986722473,0.008783872809521719,0.008351079377009478,-0.0004327934325122403,-7.70189863721707,1180.0,5.182484957617814
104,Crawford County,Arkansas,10279,86.24860178970921,83.3184728864392,4,11036.0,56.15890005656354,85.50399008290076,4.0,"Crawford, Arkansas",62119,22104,05033,593.09,,65.1,104.73789812675984,0.03891429127347018,0.03624501631025734,-0.002669274963212842,-30.089701733145674,757.0,7.364529623504232
105,Cumberland County,Pennsylvania,23997,54.136921758994895,79.1092503461462,84,40147.0,55.973307683058785,86.23934010697485,83.0,"Cumberland, Pennsylvania",245801,34246,42041,545.46,70.2,70.2,450.630660360063,0.35004375546943367,0.20674022965601416,-0.1433035258134195,1.8363859240638902,16150.0,67.30007917656374
106,Cumberland County,North Carolina,81324,93.30321697467491,79.5445875759265,50,88858.0,86.57444219066939,83.27600910939711,50.0,"Cumberland, North Carolina",332766,23627,37051,652.32,50.0,50.0,510.1269315673289,0.061482465200924694,0.05626955366990029,-0.005212911531024406,-6.728774784005523,7534.0,9.264177856475333
107,Cumberland County,New Jersey,10885,51.3778064932967,68.4419014084507,51,20578.0,56.53953118792214,72.29990865012999,51.0,"Cumberland, New Jersey",154952,23012,34011,483.7,65.8,65.8,320.34732272069465,0.46853468075333027,0.24783749635533095,-0.22069718439799932,5.161724694625434,9693.0,89.04915020670647
108,Cuyahoga County,Ohio,335386,97.40086330688551,73.800255693133,771,386882.0,97.16657975843752,84.39926264466236,770.0,"Cuyahoga, Ohio",1257401,30441,39035,457.19,57.6,57.6,2750.281064765196,0.2298843720369962,0.1990270935323949,-0.030857278504601293,-0.2342835484479906,51496.0,15.354248537506038
109,Dakota County,Nebraska,4356,90.2571987699189,67.46166950596249,2,4968.0,69.7985858152989,76.25479662317728,2.0,"Dakota, Nebraska",20529,22463,31043,264.26,,65.1,77.68485582380988,0.04591368227731864,0.040257648953301126,-0.005656033324017512,-20.458612954619994,612.0,14.049586776859504
110,Dakota County,Minnesota,96864,95.2031594019923,78.32647351354849,150,104158.0,91.72508661845949,83.5322233984538,149.0,"Dakota, Minnesota",414655,38863,27037,562.17,75.0,75.0,737.5971681164061,0.15485629335976214,0.1430519019182396,-0.011804391441522538,-3.4780727835328094,7294.0,7.5301453584407
111,Dallas County,Texas,471156,92.8186932895691,76.21836205808799,1204,535680.0,93.76865201741978,83.65451285863311,1239.0,"Dallas, Texas",2552213,29810,48113,871.28,49.9,49.9,2929.268432650813,0.2555416889522791,0.23129480286738352,-0.024246886084895558,0.9499587278506851,64524.0,13.694827190994065
112,Dane County,Wisconsin,90360,80.409892841136,76.3111223714213,427,96454.0,79.00538611505799,80.68291132357984,426.0,"Dane, Wisconsin",522837,37193,55025,1197.24,57.3,57.3,436.7019144031272,0.4725542275343072,0.44166131005453374,-0.030892917479773463,-1.4045067260780115,6094.0,6.744134572819831
113,Dauphin County,Pennsylvania,40303,73.556107289674,74.337833849786,115,63661.0,76.87918781725887,84.06755935874072,114.0,"Dauphin, Pennsylvania",273329,31152,42043,525.05,63.4,63.4,520.5770878963908,0.28533856040493266,0.17907353010477373,-0.10626503030015894,3.323080527584864,23358.0,57.955983425551445
114,Davidson County,Tennessee,180197,94.33383773511869,84.0271204144537,326,189993.0,93.97118350665748,87.71728140278951,326.0,"Davidson, Tennessee",678322,32347,47037,504.03,53.7,53.7,1345.7968771700098,0.1809131117610171,0.17158526893096063,-0.00932784283005647,-0.36265422846121,9796.0,5.436272523959889
115,Daviess County,Kentucky,12839,69.176154266269,77.97279242074579,0,23924.0,73.69090307977925,82.5648812810602,0.0,"Daviess, Kentucky",99258,26501,21059,458.35,67.5,67.5,216.5550343623868,0.0,0.0,0.0,4.514748813510252,11085.0,86.33849988316847
116,Davis County,Utah,73551,92.9232002079182,85.71478516239559,522,83905.0,86.3532110091743,91.33411708357825,521.0,"Davis, Utah",334977,28293,49011,298.78,75.7,75.7,1121.1493406519849,0.7097116286658237,0.6209403492044574,-0.08877127946136631,-6.569989198743897,10354.0,14.077306902693369
117,DeKalb County,Georgia,119445,94.87188343440229,62.122283824125994,208,132222.0,96.93647968606831,65.43473204432193,211.0,"DeKalb, Georgia",736066,32110,13089,267.58,56.9,56.9,2750.8259212198222,0.1741387249361631,0.15958010013462207,-0.01455862480154102,2.0645962516660177,12777.0,10.696973502448825
118,Delaware County,Indiana,15126,72.17165599584699,72.532847415364,33,24828.0,70.63180237546855,79.37340153452685,33.0,"Delaware, Indiana",115938,23271,18035,392.12,61.6,61.6,295.6696929511374,0.21816739389131298,0.13291445142580957,-0.08525294246550341,-1.5398536203784374,9702.0,64.14121380404602
119,Delaware County,Pennsylvania,57401,62.0806720754934,53.203262582259704,293,120083.0,97.36952933811394,70.18785654166277,293.0,"Delaware, Pennsylvania",563384,36747,42045,183.84,69.2,69.2,3064.5343777197563,0.5104440689186599,0.24399790145149605,-0.2664461674671639,35.28885726262053,62682.0,109.20018815003223
120,Denton County,Texas,129610,70.48597947717491,78.32603112252609,516,147283.0,62.03740504800996,88.18602033362473,517.0,"Denton, Texas",781321,37928,48121,878.43,66.1,66.1,889.4516353038945,0.39811742921070903,0.3510248976460284,-0.04709253156468063,-8.44857442916495,17673.0,13.635521950466785
121,Denver County,Colorado,107258,98.9783983636636,60.068324372759896,3580,129387.0,97.75813588508404,72.12448576875481,3582.0,"Denver, Colorado",678467,38991,08031,153.0,49.8,49.8,4434.424836601307,3.337746368569244,2.768438869438197,-0.569307499131047,-1.2202624785795564,22129.0,20.631561282142126
122,Dorchester County,South Carolina,33242,88.42506281916191,76.1802181684847,80,36163.0,74.69037947092043,79.95180296699165,80.0,"Dorchester, South Carolina",151716,27317,45035,573.23,73.8,73.8,264.6686321371875,0.2406594067745623,0.22122058457539473,-0.019438822199167566,-13.734683348241475,2921.0,8.787076589856206
123,Dougherty County,Georgia,23501,96.71087205168631,75.1190666453572,14,23640.0,95.08690135442178,73.36146971201589,14.0,"Dougherty, Georgia",91522,20292,13095,328.69,46.7,46.7,278.4447351607898,0.0595719331092294,0.05922165820642978,-0.0003502749027996174,-1.6239706972645251,139.0,0.5914641930130633
124,Douglas County,Wisconsin,8474,91.17940882646771,54.614591389533395,0,11360.0,56.629883262959936,71.17794486215539,0.0,"Douglas, Wisconsin",43503,27844,55031,1304.14,,65.1,33.357614979986806,0.0,0.0,0.0,-34.54952556350777,2886.0,34.0571158838801
125,Douglas County,Georgia,26404,94.62513849562971,68.703164029975,40,28410.0,77.66727663298593,72.75660725261217,40.0,"Douglas, Georgia",140152,25449,13097,200.07,67.1,67.1,700.5148198130654,0.15149219815179518,0.1407954945441746,-0.010696703607620595,-16.95786186264378,2006.0,7.597333737312528
126,Douglas County,Washington,8650,83.29619608467291,82.6406802331136,5,9279.0,53.314322877582676,87.06953176316038,5.0,"Douglas, Washington",40585,25060,53017,1819.26,,65.1,22.308521047019116,0.057803468208092484,0.05388511693070374,-0.003918351277388744,-29.98187320709024,629.0,7.271676300578035
127,Douglas County,Kansas,21056,89.848282709193,72.7096930142615,83,22792.0,70.00282127239386,76.5474391267842,84.0,"Douglas, Kansas",117806,29438,20045,455.87,49.3,49.3,258.4201636431439,0.3941869300911854,0.36855036855036855,-0.025636561540816838,-19.84546143679914,1736.0,8.24468085106383
128,Douglas County,Nebraska,133846,97.444637453159,75.0308316702917,103,140675.0,93.38076443705856,78.23361918426819,104.0,"Douglas, Nebraska",549706,32023,31055,328.46,61.8,61.8,1673.5858247579615,0.0769541114415074,0.07392926959303359,-0.0030248418484738193,-4.063873016100445,6829.0,5.102132301301496
129,Douglas County,Colorado,50057,59.6113467883618,89.9561513855443,1326,54296.0,50.36095741150938,96.68607653542746,1327.0,"Douglas, Colorado",320940,48725,08035,840.25,79.2,79.2,381.9577506694436,2.6489801626146194,2.444010608516281,-0.2049695540983385,-9.250389376852418,4239.0,8.468346085462573
130,Doña Ana County,New Mexico,39964,78.79254196041941,90.75714220829359,589,45399.0,61.013296827268,94.31794573482362,593.0,"Doña Ana, New Mexico",213849,21050,35013,3807.51,64.6,64.6,56.1650527510105,1.4738264437994195,1.306196171721844,-0.16763027207757553,-17.779245133151413,5435.0,13.599739765789211
131,DuPage County,Illinois,188716,92.4124742906892,77.6356657712102,348,224024.0,98.58536512265663,85.13232097526867,348.0,"DuPage, Illinois",931826,42050,17043,327.5,73.5,73.5,2845.2702290076336,0.18440407808558892,0.15534049923222512,-0.029063578853363803,6.172890831967422,35308.0,18.709595370821763
132,Dubuque County,Iowa,8865,75.1574848241897,67.5480036574215,4,13176.0,66.36636636636636,75.46823987628157,4.0,"Dubuque, Iowa",96571,30117,19061,608.31,74.5,74.5,158.7529384688728,0.04512126339537507,0.030358227079538554,-0.014763036315836513,-8.79111845782333,4311.0,48.629441624365484
133,Durham County,North Carolina,54161,86.3578162020467,63.2323067223948,192,58389.0,83.36376411207448,66.95525537233677,192.0,"Durham, North Carolina",300865,33151,37063,285.98,54.8,54.8,1052.0490943422617,0.35449862447148317,0.3288290602682012,-0.02566956420328198,-2.9940520899722287,4228.0,7.806355126382452
134,Duval County,Florida,228068,90.68327816580151,78.3138694402571,1449,259772.0,93.49338466382686,82.5359505366368,1516.0,"Duval, Florida",912043,28593,12031,762.19,57.0,57.0,1196.6084572088323,0.6353368293666801,0.5835886854626364,-0.0517481439040437,2.8101064980253483,31704.0,13.901117210656471
135,East Baton Rouge Parish,Louisiana,126390,91.1258691110903,86.48911273215,498,139384.0,92.73750227338058,88.17753934915736,497.0,"East Baton Rouge, Louisiana",446167,30162,22033,455.37,59.9,59.9,979.790060829655,0.39401851412295275,0.35656890317396545,-0.0374496109489873,1.611633162290289,12994.0,10.280876651633832
136,Eau Claire County,Wisconsin,18874,89.47352073303308,65.5210719988891,51,21137.0,74.00673908670286,71.81883048486291,51.0,"Eau Claire, Wisconsin",102388,27780,55035,637.98,65.5,65.5,160.48778958588042,0.2702129914167638,0.24128305814448597,-0.02892993327227783,-15.466781646330219,2263.0,11.990039207375226
137,Ector County,Texas,43979,98.4287409468473,91.41342756183751,49,48693.0,82.37936823778136,91.88572075557148,49.0,"Ector, Texas",155744,27728,48135,897.69,61.4,61.4,173.4941906448774,0.11141681256963551,0.10063048076725607,-0.010786331802379437,-16.049372709065935,4714.0,10.71875213169922
138,El Paso County,Colorado,148384,90.5245433995685,84.4026051591252,1085,161737.0,77.70112787561409,88.6929961174845,1083.0,"El Paso, Colorado",674826,31217,08041,2126.8,64.1,64.1,317.2964077487305,0.7312109122277335,0.6696055942672363,-0.061605317960497175,-12.82341552395441,13353.0,8.998948673711451
139,El Paso County,Texas,152235,68.8738682522876,88.9836452695199,2167,166400.0,65.62176862502983,96.04617604617606,2165.0,"El Paso, Texas",834825,19950,48141,1012.69,60.5,60.5,824.3638230850506,1.4234571550563273,1.3010817307692308,-0.12237542428709647,-3.2520996272577634,14165.0,9.304693401648766
140,Erie County,Pennsylvania,48264,75.91454185586221,74.021133996902,98,55921.0,65.61941175889426,84.19554939925924,98.0,"Erie, Pennsylvania",277794,26361,42049,799.15,66.4,66.4,347.611837577426,0.20304989225924083,0.17524722376209295,-0.02780266849714788,-10.295130096967952,7657.0,15.864826786010276
141,Erie County,Ohio,7697,57.8655613264083,66.42789332873049,3,10318.0,60.462694675842094,77.2594533882441,3.0,"Erie, Ohio",75369,30223,39043,251.56,72.0,72.0,299.6064557163301,0.03897622450305314,0.029075402209730566,-0.009900822293322571,2.597133349433797,2621.0,34.05222814083409
142,Erie County,New York,226885,83.9219603577113,80.1359823399558,683,252692.0,81.3793849288792,88.37053149895434,683.0,"Erie, New York",923995,31083,36029,1042.69,64.5,64.5,886.1646318656551,0.3010335632589197,0.27028952242255394,-0.030744040836365782,-2.5425754288320945,25807.0,11.374484871190251
143,Escambia County,Florida,90991,93.4768023945915,83.7253169914794,463,97495.0,84.5942517433176,86.5091970647477,463.0,"Escambia, Florida",309924,25666,12033,656.46,60.3,60.3,472.11406635590896,0.508841533778066,0.47489614852043693,-0.033945385257629024,-8.882550651273903,6504.0,7.147959688320823
144,Essex County,New Jersey,89707,89.51256591762079,59.514237189183504,702,125215.0,99.01829751499166,74.7846912813407,728.0,"Essex, New Jersey",800401,35133,34013,126.21,44.5,44.5,6341.8191902384915,0.7825476272754635,0.5813999920137364,-0.20114763526172708,9.505731597370868,35508.0,39.58219536936917
145,Essex County,Massachusetts,105527,67.99229393147101,71.1913917560548,2605,122904.0,68.402768628071,78.9115820968353,2652.0,"Essex, Massachusetts",775860,38604,25009,492.56,63.1,63.1,1575.1583563423744,2.4685625479735043,2.157781683264987,-0.31078086470851707,0.4104746965999908,17377.0,16.466875775867788
146,Fairbanks North Star Borough,Alaska,8249,62.142971544498394,70.8676975945017,3,9046.0,55.49875656258636,75.06431001576631,3.0,Fairbanks North StarAlaska,100031,35328,02090,7338.21,61.9,61.9,13.631525944337925,0.03636804461146806,0.033163829316825114,-0.0032042152946429453,-6.644214981912036,797.0,9.661777185113348
147,Fairfield County,Connecticut,115882,60.960914844073706,67.889134293732,1405,141657.0,66.01304685513672,74.73883589397265,1436.0,"Fairfield, Connecticut",947328,53433,09001,624.89,66.1,66.1,1515.9916145241564,1.212440240934744,1.0137162300486386,-0.19872401088610525,5.052132011063016,25775.0,22.24245353031532
148,Fayette County,Kentucky,87208,95.7890247369918,86.2873143558234,145,93333.0,90.9609026688294,90.94744842774037,144.0,"Fayette, Kentucky",315109,31653,21067,283.65,53.3,53.3,1110.9078089194431,0.16626914961930098,0.1542862653080904,-0.011982884311210584,-4.828122068162401,6125.0,7.023438216677369
149,Fayette County,Georgia,27544,97.60089359428879,68.5276409414341,53,29009.0,91.12492808779926,70.43925891751452,53.0,"Fayette, Georgia",110306,39936,13113,194.34,83.0,83.0,567.5928784604301,0.1924194016845774,0.18270192009376401,-0.009717481590813398,-6.47596550648953,1465.0,5.31876270694162
150,Flagler County,Florida,37214,92.85529259390091,94.3775202252035,3218,39808.0,85.59968654623444,95.90209352188684,3217.0,"Flagler, Florida",105015,25741,12035,485.46,78.0,78.0,216.32060313929057,8.647283280485839,8.081290192926046,-0.5659930875597929,-7.255606047666475,2594.0,6.970494975009405
151,Floyd County,Indiana,19770,70.09791996107529,85.7663441933105,31,20576.0,60.919781604367905,88.65908307480179,31.0,"Floyd, Indiana",76481,30663,18043,147.94,73.4,73.4,516.9730972015682,0.15680323722812342,0.15066096423017108,-0.006142272997952336,-9.178138356707386,806.0,4.076884167931209
152,Forrest County,Mississippi,10066,87.6017900374147,84.29779750439658,4,13696.0,82.73925140427319,86.89803946450098,5.0,"Forrest, Mississippi",75835,20783,28035,466.31,52.3,52.3,162.6278655829813,0.0397377309755613,0.03650700934579439,-0.003230721629766904,-4.8625386331415115,3630.0,36.06199086032188
153,Forsyth County,North Carolina,90186,94.5403733651302,71.0915268132336,174,98071.0,84.20425310189859,75.85761469025317,174.0,"Forsyth, North Carolina",368362,28640,37067,408.15,61.5,61.5,902.5162317775328,0.19293460182289934,0.17742247963210328,-0.015512122190796063,-10.336120263231606,7885.0,8.743042157319318
154,Fort Bend County,Texas,163918,82.7221468246751,92.4148118079517,163,191510.0,77.99386157416346,96.7432321160656,185.0,"Fort Bend, Texas",711421,38382,48157,861.48,77.5,77.5,825.8125551376701,0.09943996388438121,0.09660069970236541,-0.0028392641820157993,-4.728285250511632,27592.0,16.832806647226054
155,Franklin County,Washington,20410,89.09557907845578,89.1499956320433,32,21553.0,70.77002552570805,92.54583709047188,32.0,"Franklin, Washington",89124,22125,53021,1242.17,66.2,66.2,71.74863343986732,0.1567858892699657,0.14847121050433815,-0.008314678765627553,-18.325553552747735,1143.0,5.600195982361588
156,Franklin County,Ohio,292209,90.19208359576,82.6128257974776,474,315948.0,89.80062236387677,88.43618530989949,473.0,"Franklin, Ohio",1253507,31199,39049,532.19,53.4,53.4,2355.374960070651,0.16221266285432687,0.14970817982706014,-0.012504483027266727,-0.3914612318832269,23739.0,8.123979754217016
157,Fresno County,California,210520,84.41422709220329,91.4548850949216,11344,220926.0,72.87668743184467,94.99456070723707,11338.0,"Fresno, California",971616,22234,06019,5957.99,53.6,53.6,163.07781651194446,5.3885616568497055,5.132035161094665,-0.2565264957550406,-11.537539660358618,10406.0,4.942998289948698
158,Fulton County,Georgia,161210,97.7906840002883,62.5361247851909,347,182315.0,95.04864684529831,69.55694005165789,348.0,"Fulton, Georgia",1010420,41041,13121,526.64,53.1,53.1,1918.6161324624031,0.2152471931021649,0.19087842470449498,-0.02436876839766991,-2.742037154989987,21105.0,13.091619626574033
159,Gallatin County,Montana,15593,64.7158551471586,81.6986272660589,50,17360.0,61.24002568100523,86.66566821426788,50.0,"Gallatin, Montana",100733,33181,30031,2602.69,60.2,60.2,38.703418386361804,0.3206567049317001,0.2880184331797235,-0.032638271751976644,-3.475829466153378,1767.0,11.332007952286283
160,Galveston County,Texas,108091,94.63546341058729,86.14201466369141,145,117358.0,89.7608591616699,92.0144578691108,144.0,"Galveston, Texas",321184,33870,48167,378.36,67.7,67.7,848.8846601120625,0.13414622864068237,0.12270147753029192,-0.01144475111039045,-4.874604248917393,9267.0,8.573331729746233
161,Garfield County,Oklahoma,15978,93.5353443576231,77.6045461168585,22,18053.0,82.92009978078464,82.28725101417567,22.0,"Garfield, Oklahoma",62421,25787,40047,1058.47,,65.1,58.97285704838115,0.13768932281887594,0.12186340220461973,-0.01582592061425621,-10.615244576838464,2075.0,12.986606584053073
162,Gaston County,North Carolina,44067,80.2515610144667,70.5489649872725,51,49454.0,67.16317411087759,75.12152144853565,51.0,"Gaston, North Carolina",214049,24937,37071,356.03,64.5,64.5,601.210572142797,0.11573286132480087,0.10312613742063331,-0.01260672390416756,-13.088386903589111,5387.0,12.224567136405927
163,Genesee County,Michigan,107004,88.19089226661809,73.6217086478193,105,118310.0,82.42679661091356,78.76411376224969,104.0,"Genesee, Michigan",410881,25180,26049,636.98,70.0,70.0,645.0453703412979,0.0981271728159695,0.0879046572563604,-0.010222515559609097,-5.764095655704537,11306.0,10.565960151022391
164,Grand County,Utah,2823,93.76880103137091,64.6883593033914,52,3249.0,88.8888888888889,69.18654173764907,52.0,"Grand, Utah",9544,25662,49019,3671.54,,65.1,2.599454179989868,1.8420120439249026,1.600492459218221,-0.24151958470668156,-4.879912142482013,426.0,15.090329436769395
165,Grand Forks County,North Dakota,11109,90.6303140233534,69.47901682406649,1,12356.0,78.14973772055319,75.39663168171833,1.0,"Grand Forks, North Dakota",70130,30465,38035,1436.38,47.7,47.7,48.8241273200685,0.009001710324961743,0.00809323405632891,-0.0009084762686328331,-12.480576302800216,1247.0,11.225132775227292
166,Grand Traverse County,Michigan,7133,82.048138349358,56.0990955564294,7,10015.0,69.10185345574224,62.76242401453907,6.0,"Grand Traverse, Michigan",91222,31701,26055,464.33,75.0,75.0,196.4594146404497,0.09813542688910697,0.05991013479780329,-0.038225292091303674,-12.946284893615754,2882.0,40.403757184915186
167,Greene County,Missouri,84320,87.6511351445388,92.97607233432569,71,88082.0,72.04714806159463,96.19719540430737,70.0,"Greene, Missouri",286759,25529,29077,675.3,52.4,52.4,424.6394195172516,0.08420303605313093,0.07947140164846393,-0.004731634404666993,-15.603987082944172,3762.0,4.46157495256167
168,Greene County,Ohio,46558,91.1442866365397,82.4429373328847,66,49273.0,85.67218931352798,86.46813140530676,66.0,"Greene, Ohio",164825,33138,39057,413.73,64.7,64.7,398.3878374785488,0.14175866660939043,0.1339475980760254,-0.007811068533365023,-5.472097323011724,2715.0,5.831436058249925
169,Greenville County,South Carolina,122121,88.9454171070574,75.1897892461996,124,130122.0,79.69990790875734,78.71869328493649,124.0,"Greenville, South Carolina",490332,29132,45045,785.12,69.8,69.8,624.5312818422661,0.10153863790830406,0.09529518451914357,-0.0062434533891604915,-9.245509198300056,8001.0,6.551698725035006
170,Gregg County,Texas,32368,99.1230565036026,77.3946726603223,31,35888.0,85.37024838222187,81.44701904091869,31.0,"Gregg, Texas",123402,25144,48183,273.3,60.9,60.9,451.5257958287596,0.09577360355907069,0.08637984841729826,-0.00939375514177243,-13.752808121380724,3520.0,10.87493821057835
171,Guadalupe County,Texas,37315,82.4797510356341,93.2408795602199,559,41881.0,60.19665764065535,95.14732944089785,562.0,"Guadalupe, Texas",150889,29300,48187,711.3,76.5,76.5,212.13130887108113,1.4980570816025727,1.3418972803896756,-0.15615980121289708,-22.283093394978742,4566.0,12.23636607262495
172,Guilford County,North Carolina,122823,95.4671641459569,71.4319778532546,139,132924.0,83.23911317354734,75.92576726014019,139.0,"Guilford, North Carolina",517197,28582,37081,645.7,57.8,57.8,800.9865262505807,0.11317098589026485,0.1045710330715296,-0.008599952818735254,-12.228050972409562,10101.0,8.224029701277448
173,Gwinnett County,Georgia,151488,81.1527246406783,77.2082545474932,300,191678.0,87.95136952118133,79.97546636848013,300.0,"Gwinnett, Georgia",889954,27945,13135,430.38,66.9,66.9,2067.8330777452484,0.19803548795944234,0.15651248447917862,-0.04152300348026372,6.7986448805030335,40190.0,26.53015420363329
174,Hamilton County,Ohio,199576,92.55244767529699,75.76341963404451,489,219296.0,92.17960051938006,82.15487206383696,492.0,"Hamilton, Ohio",808703,32638,39061,405.91,58.8,58.8,1992.3209578477986,0.2450194412153766,0.22435429738800525,-0.020665143827371363,-0.3728471559169293,19720.0,9.880947608930933
175,Hamilton County,Indiana,74473,83.72608816190741,88.0711920529801,67,90247.0,81.62287169861912,92.64464337042664,67.0,"Hamilton, Indiana",309687,44443,18057,394.27,77.6,77.6,785.4693484160601,0.08996549084903253,0.07424069498155063,-0.015724795867481905,-2.103216463288291,15774.0,21.180830636606554
176,Hamilton County,Tennessee,89854,88.50721604054199,74.56330337656729,139,94660.0,85.80646529181448,77.96657633987036,138.0,"Hamilton, Tennessee",354589,29711,47065,542.43,62.7,62.7,653.704625481629,0.15469539475148575,0.14578491443059372,-0.008910480320892034,-2.700750748727515,4806.0,5.348676742270795
177,Hancock County,Mississippi,13137,89.24967585545971,82.977513895907,3,14194.0,69.34185303514377,87.19744440348938,3.0,"Hancock, Mississippi",46277,24373,28045,473.75,,65.1,97.68232189973615,0.022836263987211693,0.021135691137100183,-0.0017005728501115099,-19.907822820315943,1057.0,8.045977011494253
178,Hanover County,Virginia,20269,72.20392415188441,66.0421621973869,21,22423.0,58.823855961214626,70.53697820000629,21.0,"Hanover, Virginia",103218,37924,51085,468.54,84.4,84.4,220.29709309770777,0.10360649267354087,0.0936538375774874,-0.009952655096053475,-13.380068190669782,2154.0,10.627065962800335
179,Harris County,Texas,987146,95.14901394381121,82.5139028318896,737,1117242.0,93.67084490593668,90.21576843228942,759.0,"Harris, Texas",4525519,30856,48201,1703.48,53.3,53.3,2656.6317185995727,0.07465967546847174,0.06793514744343661,-0.006724528025035134,-1.4781690378745367,130096.0,13.179002903319265
